INFO - 2019-01-06 11:55:39,354 - 开始执行脚本 index.py
WARNING - 2019-01-07 01:43:45,936 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=28103419, 想定下来, 如果分开我也爱你, 李荣浩, NULL, 03:3' at line 1")
WARNING - 2019-01-07 01:43:46,105 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=505451271, 初次见面, 初次见面, 关喆, NULL, 04:37, NULL, 25532' at line 1")
WARNING - 2019-01-07 01:43:46,255 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=247491, 爱的魔法, 他不爱我, 洪雨雷, NULL, 03:11, NULL, 25532' at line 1")
WARNING - 2019-01-07 01:43:46,411 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=33599673, 超想见你, 超想见你, 金莎, NULL, 03:37, NULL, 255324' at line 1")
WARNING - 2019-01-07 01:43:46,571 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=26425119, 那个女孩, 再见你好吗&nbsp;Hello&nbsp;Goodbye, 赵泳' at line 1")
WARNING - 2019-01-07 01:43:46,722 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=469699266, 最美情侣, 最美情侣, 陶喆/卢广仲, NULL, 04:01, N' at line 1")
WARNING - 2019-01-07 01:43:46,878 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=25642952, 我们的歌, 改变自己, 白小白, NULL, 04:07, NULL, 255' at line 1")
WARNING - 2019-01-07 01:43:47,033 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=150422, 今天你要嫁给我, 太美丽, 王力宏, NULL, 04:32, NULL,' at line 1")
WARNING - 2019-01-07 01:43:47,184 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=354620, 只对你有感觉, 飞轮海首张同名专辑, 陶喆/蔡依' at line 1")
WARNING - 2019-01-07 01:43:47,339 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=191179, 看月亮爬上来, 穿越三部曲, 飞轮海/田馥甄, NULL,' at line 1")
WARNING - 2019-01-07 01:43:47,495 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=29755139, 星座恋人, 星座恋人, 张杰, NULL, 03:57, NULL, 255324' at line 1")
WARNING - 2019-01-07 01:43:47,642 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=516358518, 莫名奇妙爱上你, 我来自四叶草, 徐良/吴昕, NU' at line 1")
WARNING - 2019-01-07 01:43:47,786 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=33206214, 小幸运 - (电影《我的少女时代》主题曲), 小幸' at line 1")
WARNING - 2019-01-07 01:43:47,942 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=864647456, Lover&nbsp;Boy&nbsp;88, Lover&nbsp;Boy&nbsp;88, 田馥甄, N' at line 1")
WARNING - 2019-01-07 01:43:48,103 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=247495, 我们结婚吧, 他不爱我, Higher&nbsp;Brothers/Phum Viphur' at line 1")
WARNING - 2019-01-07 01:43:48,248 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=864100958, 小鹿乱撞, 小鹿乱撞, 刘佳/金莎, NULL, 03:08, NULL' at line 1")
WARNING - 2019-01-07 01:43:48,404 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=434070103, 我喜欢你胜过削好的水果周末的零食延后的死' at line 1")
WARNING - 2019-01-07 01:43:48,551 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=4873544, 你曾经让我心动, 恶作剧2吻, 森冬/蓬岛以左煮' at line 1")
WARNING - 2019-01-07 01:43:48,697 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=297494, 心电心, 心电心, 谢和弦, NULL, 03:47, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:43:48,856 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=177074, 就想赖着你, 9314男人与男孩&nbsp;Bonus&nbsp;CD, 王心' at line 1")
WARNING - 2019-01-07 01:43:49,008 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=546279760, 目不转睛, Feel&nbsp;&amp;&nbsp;Sight, 言承旭, NULL, 0' at line 1")
WARNING - 2019-01-07 01:43:49,156 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=25698049, 一生守候, 为爱做的一切, 王以太, NULL, 04:54, NUL' at line 1")
WARNING - 2019-01-07 01:43:49,306 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=375295, 触电, Forever&nbsp;新歌+精选, 王若琳, NULL, 04:21, NUL' at line 1")
WARNING - 2019-01-07 01:43:49,452 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=505446115, 樱花粉的浪漫, 带着音乐去旅行, S.H.E, NULL, 03:2' at line 1")
WARNING - 2019-01-07 01:43:49,600 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=25729074, 因你而在, 因你而在, 二珂, NULL, 04:25, NULL, 255324' at line 1")
WARNING - 2019-01-07 01:43:49,751 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1296583188, 星球坠落&nbsp;(Live), 中国新说唱&nbsp;第3期, 林' at line 1")
WARNING - 2019-01-07 01:43:49,901 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=144509, 对面的女孩看过来, 爱像太平洋, 艾热/李佳隆, NU' at line 1")
WARNING - 2019-01-07 01:43:50,057 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=421808009, 全面沦陷 - (原曲：I&nbsp;Wanna&nbsp;Hear&nbsp;You&nbs' at line 1")
WARNING - 2019-01-07 01:43:50,217 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=63650, 独家记忆, 独家记忆&nbsp;(Hong&nbsp;Kong&nbsp;Version), ' at line 1")
WARNING - 2019-01-07 01:43:50,381 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=156193, 为你写诗, 为你写诗, 陈小春, NULL, 04:46, NULL, 25532' at line 1")
WARNING - 2019-01-07 01:43:50,529 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=519913462, 做我的猫, 做我的猫, 吴克群, NULL, 04:01, NULL, 25' at line 1")
WARNING - 2019-01-07 01:43:50,676 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=89805, 对你爱不完, 对你爱不完, 满舒克, NULL, 04:40, NULL, ' at line 1")
WARNING - 2019-01-07 01:43:50,829 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=27483167, 唯一, 唯一, 郭富城, NULL, 04:22, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:43:50,983 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=150430, 就是爱你, 太平盛世, 王力宏, NULL, 04:21, NULL, 25532' at line 1")
WARNING - 2019-01-07 01:43:51,139 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1309833126, 粉色苏打, REcognize, 陶喆, NULL, 03:00, NULL, 2553249' at line 1")
WARNING - 2019-01-07 01:43:51,292 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1325897842, 告白, 告白, 安全着陆/木秦, NULL, 04:09, NULL, 255' at line 1")
WARNING - 2019-01-07 01:43:51,435 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1318530025, 我不喜欢这世界只喜欢你, 我不喜欢这世界只' at line 1")
WARNING - 2019-01-07 01:43:51,603 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=36668711, 就算我唱遍所有情歌, 就算我唱遍所有情歌, 李' at line 1")
WARNING - 2019-01-07 01:43:51,759 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=85461, 双子星, 不会分离, 简弘亦, NULL, 04:03, NULL, 255324965' at line 1")
WARNING - 2019-01-07 01:43:51,907 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=25986095, 大城小爱, 盖世英雄, 光良, NULL, 03:44, NULL, 255324' at line 1")
WARNING - 2019-01-07 01:43:52,061 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=28830585, 一起老去 - (电影《闺蜜》主题曲), 一起老去, ' at line 1")
WARNING - 2019-01-07 01:43:52,223 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=86279, 情歌王, 我还是你的&nbsp;-&nbsp;情歌王, 薛凯琪/陈' at line 1")
WARNING - 2019-01-07 01:43:52,372 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=509506034, 情话微甜, 情话微甜, 古巨基, NULL, 03:28, NULL, 25' at line 1")
WARNING - 2019-01-07 01:43:52,537 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=392907, 全世界宣布爱你 - (偶像剧《牵牛的夏天》插曲),' at line 1")
WARNING - 2019-01-07 01:43:52,688 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=108103, 想把我唱给你听, 北京的冬天, 孙子涵/李潇潇, NU' at line 1")
WARNING - 2019-01-07 01:43:52,836 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=502103677, 你是我最愚蠢的一次浪漫, 柔软, 老狼/王婧, NU' at line 1")
WARNING - 2019-01-07 01:43:52,983 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=30612793, 多远都要在一起, 新的心跳, 房东的猫, NULL, 03:3' at line 1")
WARNING - 2019-01-07 01:43:53,132 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=465920905, 全部都是你, 全部都是你, G.E.M.邓紫棋, NULL, 03:' at line 1")
WARNING - 2019-01-07 01:43:53,274 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=30089063, 遇见你的时候所有星星都落到我头上 - (电视剧' at line 1")
WARNING - 2019-01-07 01:43:53,431 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=557581284, 纸短情长, 纸短情长, 高姗, NULL, 03:06, NULL, 25532' at line 1")
WARNING - 2019-01-07 01:43:53,597 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1311346265, 可以认识一下吗？, 可以认识一下吗？, 花粥,' at line 1")
WARNING - 2019-01-07 01:43:53,764 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=509518010, 我多喜欢你，你会知道 - (网剧《致我们单纯' at line 1")
WARNING - 2019-01-07 01:43:53,931 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=399353833, 好想你, 四叶草Joyce&nbsp;Chu, 王俊琪, NULL, 02:38, ' at line 1")
WARNING - 2019-01-07 01:43:54,074 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=326738, 宝贝&nbsp;(in&nbsp;a&nbsp;day), my&nbsp;life&nbsp;will…, ' at line 1")
WARNING - 2019-01-07 01:43:54,224 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=516728102, 浪子回头, 卡通人物, 张悬, NULL, 04:19, NULL, 25532' at line 1")
WARNING - 2019-01-07 01:43:54,379 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=546723152, 拥抱, 拥抱, 茄子蛋, NULL, 03:05, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:43:54,522 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=526464145, 喜欢, 喜欢, 徐秉龙, NULL, 04:10, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:43:54,669 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=92939, 那女孩对我说, 专属密码, 阿肆, NULL, 04:31, NULL, 255' at line 1")
WARNING - 2019-01-07 01:43:54,835 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=385973, 恋爱ing, 知足&nbsp;最真杰作选, 黄义达, NULL, 02:49,' at line 1")
WARNING - 2019-01-07 01:43:54,982 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=82203, 为你写的歌, 橙月&nbsp;Orange&nbsp;Moon, 五月天, NULL, ' at line 1")
WARNING - 2019-01-07 01:43:55,130 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1313321629, 珍珠, 珍珠, 方大同, NULL, 03:51, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:43:55,279 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=424496769, 再一起, 幸福三部曲, RA/BK., NULL, 04:06, NULL, 25532' at line 1")
WARNING - 2019-01-07 01:43:55,420 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=514761281, 白羊, 白羊, 余佳运, NULL, 02:48, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:43:55,562 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1301042215, 宝贝, 宝贝, 徐秉龙/沈以诚, NULL, 01:54, NULL, 255' at line 1")
WARNING - 2019-01-07 01:43:55,707 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1313558861, 我喜欢你, 我喜欢你, 接个吻，开一枪/八连杀' at line 1")
WARNING - 2019-01-07 01:43:55,846 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1293953398, 一点点就好, 一点点就好, , NULL, 03:41, NULL, 2553' at line 1")
INFO - 2019-01-07 01:44:01,930 - 点击歌曲<a href="/song?id=573384240"><b title="如约而至">如<div class="soil">员委维</div>约而至</b></a>
WARNING - 2019-01-07 01:44:07,865 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '://p1.music.126.net/6vhEmxLVkH0YYfvM7cTPxw==/109951163725215638.jpg?param=50y50)' at line 1")
WARNING - 2019-01-07 01:44:07,905 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '://p1.music.126.net/6vhEmxLVkH0YYfvM7cTPxw==/109951163725215638.jpg?param=50y50,' at line 1")
INFO - 2019-01-07 01:44:14,968 - 点击歌曲<a href="/song?id=92778"><b title="她的眼睛会下雨">她的眼睛会<div class="soil">鍎蜩鏈祟</div>下雨</b></a>
WARNING - 2019-01-07 01:44:21,110 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '://p2.music.126.net/swNlfBf9mmsnBECinW-bFg==/109951163359453199.jpg?param=50y50)' at line 1")
WARNING - 2019-01-07 01:44:21,150 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '://p2.music.126.net/swNlfBf9mmsnBECinW-bFg==/109951163359453199.jpg?param=50y50,' at line 1")
INFO - 2019-01-07 01:44:27,338 - 开始执行脚本 index.py
INFO - 2019-01-07 01:44:42,367 - 点击歌单: <a title="新的一年，希望你喜欢的人也喜欢你" href="/playlist?id=2553249650" class="msk" data-res-id="2553249650" data-res-type="13" data-res-action="log" data-res-data="recommendclick|0|featured|user-playlist"></a>
INFO - 2019-01-07 01:46:17,900 - 开始执行脚本 index.py
INFO - 2019-01-07 01:46:33,944 - 点击歌单: <a title="新的一年，希望你喜欢的人也喜欢你" href="/playlist?id=2553249650" class="msk" data-res-id="2553249650" data-res-type="13" data-res-action="log" data-res-data="recommendclick|0|featured|user-playlist"></a>
WARNING - 2019-01-07 01:46:45,342 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '://p3.music.126.net/3t8vLEdBM8ahwJVdt6c3GA==/109951163761633425.jpg?param=200y20' at line 1")
WARNING - 2019-01-07 01:46:59,173 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=573384240, 如约而至, 寻宝游戏, 许嵩, NULL, 04:15, NULL, 25532' at line 1")
INFO - 2019-01-07 01:51:15,858 - 开始执行脚本 index.py
INFO - 2019-01-07 01:51:30,838 - 点击歌单: <a title="新的一年，希望你喜欢的人也喜欢你" href="/playlist?id=2553249650" class="msk" data-res-id="2553249650" data-res-type="13" data-res-action="log" data-res-data="recommendclick|0|featured|user-playlist"></a>
WARNING - 2019-01-07 01:51:42,537 - (1264, "Out of range value for column 'aId' at row 1")
INFO - 2019-01-07 01:53:47,354 - 开始执行脚本 index.py
INFO - 2019-01-07 01:54:02,419 - 点击歌单: <a title="新的一年，希望你喜欢的人也喜欢你" href="/playlist?id=2553249650" class="msk" data-res-id="2553249650" data-res-type="13" data-res-action="log" data-res-data="recommendclick|0|featured|user-playlist"></a>
WARNING - 2019-01-07 01:54:13,497 - (1264, "Out of range value for column 'aId' at row 1")
INFO - 2019-01-07 01:56:33,471 - 开始执行脚本 index.py
INFO - 2019-01-07 01:56:49,074 - 点击歌单: <a title="新的一年，希望你喜欢的人也喜欢你" href="/playlist?id=2553249650" class="msk" data-res-id="2553249650" data-res-type="13" data-res-action="log" data-res-data="recommendclick|0|featured|user-playlist"></a>
INFO - 2019-01-07 01:57:44,944 - 点击歌曲<a href="/song?id=573384240"><b title="如约而至">如<div class="soil">呏賤</div>约而至</b></a>
INFO - 2019-01-07 01:57:57,989 - 点击歌曲<a href="/song?id=92778"><b title="她的眼睛会下雨">她<div class="soil">家使根</div>的眼睛会下雨</b></a>
INFO - 2019-01-07 01:58:10,870 - 点击歌曲<a href="/song?id=557407051"><b title="每一句都很甜">每<div class="soil">産炖疯</div>一句都很甜</b></a>
INFO - 2019-01-07 01:58:23,713 - 点击歌曲<a href="/song?id=519136840"><b title="只只">只<div class="soil">成头</div>只</b></a>
INFO - 2019-01-07 01:58:36,499 - 点击歌曲<a href="/song?id=504826080"><b title="路过南京，路过你">路过南京，<div class="soil">两如要飞</div>路过你</b></a>
